trial_id,stim1,stim2,spkr1,spkr2,lang1,lang2,utt1,utt2,utterance_pair,speaker_identity,stimulus_language,cnceleb_resnet34,cnceleb_resnet34_LM,voxceleb_ECAPA1024,voxceleb_ECAPA1024_LM,voxceleb_ECAPA512,voxceleb_ECAPA512_LM,voxceleb_ecapa512_dino,voxceleb_CAM++,voxceleb_CAM++_LM,voxceleb_resnet34,voxceleb_resnet34_LM,voxblink2_samresnet34,voxblink2_samresnet34_ft,voxblink2_samresnet100,voxblink2_samresnet100_ft,voxceleb_resnet152_LM,voxceleb_resnet221_LM,voxceleb_resnet293_LM
T018,VF19D_Can_utt1.wav,VF26A_Can_utt2.wav,VF19D,VF26A,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6344988346099854,0.6301764249801636,0.5862976536154747,0.5817576721310616,0.5994232520461082,0.5973588824272156,0.6330728232860565,0.6334081143140793,0.636280819773674,0.6045507341623306,0.598583422601223,0.6048803627490997,0.6185557395219803,0.6033479198813438,0.612229473888874,0.5708578452467918,0.5271223094314337,0.5610872879624367
T019,VF19D_Can_utt1.wav,VF32A_Can_utt2.wav,VF19D,VF32A,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.7308422923088074,0.7156573832035065,0.6451415866613388,0.6316168010234833,0.7117979526519775,0.7012928277254105,0.7094055861234665,0.6799716651439667,0.6724833399057388,0.6624481230974197,0.6643122881650925,0.7047966718673706,0.6826066821813583,0.694109320640564,0.7053283452987671,0.6121226996183395,0.6649280488491058,0.6157032623887062
T020,VF21A_Can_utt1.wav,VF21A_Can_utt2.wav,VF21A,VF21A,Can,Can,utt_c1,utt_c2,c1_c2,same,can,0.8206316530704498,0.8214792013168335,0.8087321221828461,0.8037581443786621,0.7905703783035278,0.7699183225631714,0.793430358171463,0.7939364016056061,0.8106873631477356,0.7551799714565277,0.7506828010082245,0.8436077833175659,0.8803134858608246,0.8859797716140747,0.8486615419387817,0.760834813117981,0.769845187664032,0.7826274037361145
T021,VF21A_Can_utt1.wav,VF21B_Can_utt2.wav,VF21A,VF21B,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6343606859445572,0.6236723735928535,0.577289305627346,0.5882471725344658,0.5502526983618736,0.5283093620091677,0.6307457983493805,0.573856495320797,0.5458506122231483,0.5594186782836914,0.5724811181426048,0.6249740123748779,0.6168672069907188,0.635107085108757,0.6309917718172073,0.5970051512122154,0.5845917388796806,0.6154148951172829
T022,VF21A_Can_utt1.wav,VF21C_Can_utt2.wav,VF21A,VF21C,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6302863508462906,0.6297643780708313,0.5983338132500648,0.6227200776338577,0.5826106667518616,0.5709947720170021,0.612114705145359,0.6085922196507454,0.6078324913978577,0.5846097022294998,0.6050693690776825,0.604032464325428,0.6643864065408707,0.6229212284088135,0.6439005136489868,0.5727916061878204,0.5872981995344162,0.6034975275397301
T023,VF21A_Can_utt1.wav,VF21D_Can_utt2.wav,VF21A,VF21D,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.590768575668335,0.5576636642217636,0.5412162840366364,0.5381119847297668,0.5534604527056217,0.5502329394221306,0.6576487869024277,0.582211971282959,0.587832547724247,0.556030485779047,0.5611968114972115,0.6257907748222351,0.6510981917381287,0.6555072069168091,0.6424445360898972,0.5106176547706127,0.5192535687237978,0.5427359826862812
T024,VF21A_Can_utt1.wav,VF23B_Can_utt2.wav,VF21A,VF23B,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5932124182581902,0.5733199492096901,0.5793809816241264,0.5901971533894539,0.558232307434082,0.5633141994476318,0.6194961592555046,0.5769175067543983,0.6047011986374855,0.5347552746534348,0.5116993337869644,0.6255952715873718,0.6314542591571808,0.6309491991996765,0.5753938555717468,0.48176896944642067,0.5373438559472561,0.5045697316527367
T025,VF21A_Can_utt1.wav,VF23C_Can_utt2.wav,VF21A,VF23C,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6049699038267136,0.6086563840508461,0.5164636950939894,0.537798386067152,0.521852295845747,0.5270476043224335,0.5541898757219315,0.6028441712260246,0.6171429231762886,0.5305689051747322,0.5509355664253235,0.6580323725938797,0.6892882883548737,0.6983065903186798,0.6551278233528137,0.5452746525406837,0.561417892575264,0.5613953545689583
T026,VF21A_Can_utt1.wav,VF26A_Can_utt2.wav,VF21A,VF26A,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6305674016475677,0.6003416478633881,0.6469761282205582,0.6406839787960052,0.6443718373775482,0.6378823071718216,0.7071104794740677,0.629242792725563,0.6182786226272583,0.6244045272469521,0.6220555603504181,0.6774612665176392,0.6924273073673248,0.6673957854509354,0.6217193305492401,0.5832916274666786,0.6361065357923508,0.6003218069672585
T027,VF21A_Can_utt1.wav,VF32A_Can_utt2.wav,VF21A,VF32A,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5650576874613762,0.568511351943016,0.5123267341405153,0.5264553241431713,0.543690849095583,0.5502656623721123,0.6179777681827545,0.5787419602274895,0.5885787382721901,0.4753661062568426,0.4946667104959488,0.5829420834779739,0.6096373051404953,0.6042948216199875,0.6162924394011497,0.5271983668208122,0.5303762014955282,0.4952162974514067
T028,VF21B_Can_utt1.wav,VF21B_Can_utt2.wav,VF21B,VF21B,Can,Can,utt_c1,utt_c2,c1_c2,same,can,0.8178697526454926,0.8189232349395752,0.797576516866684,0.7816058099269867,0.8028886020183563,0.7814883291721344,0.8079521059989929,0.840546190738678,0.7863151133060455,0.8160662949085236,0.7903531789779663,0.8786613643169403,0.8687327206134796,0.8968495726585388,0.8893119096755981,0.8385818600654602,0.8262395262718201,0.8545383214950562
T029,VF21B_Can_utt1.wav,VF21C_Can_utt2.wav,VF21B,VF21C,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6657596081495285,0.6577807515859604,0.7181734293699265,0.7227514535188675,0.7093071341514587,0.685378834605217,0.7544824779033661,0.7402501702308655,0.7196802049875259,0.7320288568735123,0.7326397448778152,0.7474408894777298,0.7542776465415955,0.7689225673675537,0.7731534540653229,0.7147729843854904,0.6769830882549286,0.7063219547271729
T030,VF21B_Can_utt1.wav,VF21D_Can_utt2.wav,VF21B,VF21D,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.64128577709198,0.628483235836029,0.7103794813156128,0.692184790968895,0.7053938210010529,0.6806620806455612,0.7744279205799103,0.7229336649179459,0.7274450212717056,0.7004214078187943,0.687354326248169,0.6913300156593323,0.7250525951385498,0.718133419752121,0.7131570428609848,0.6819812059402466,0.630852222442627,0.6269719749689102
T031,VF21B_Can_utt1.wav,VF23B_Can_utt2.wav,VF21B,VF23B,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.47109329886734486,0.47652403451502323,0.4786487706005573,0.4882067972794175,0.470152098685503,0.4701526165008545,0.5530822575092316,0.46676822379231453,0.49671535519883037,0.466296911239624,0.4683680571615696,0.5669462829828262,0.5830304250121117,0.5586193464696407,0.5577673278748989,0.5063297478482127,0.5201098173856735,0.48278170824050903
T032,VF21B_Can_utt1.wav,VF23C_Can_utt2.wav,VF21B,VF23C,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6447732448577881,0.6540242284536362,0.5527783073484898,0.5755187422037125,0.5825038403272629,0.5792787075042725,0.6245387941598892,0.548289343714714,0.5646381303668022,0.6512864679098129,0.6456485837697983,0.6717109531164169,0.6624587178230286,0.658701479434967,0.6673914641141891,0.6309203207492828,0.5851825177669525,0.5542662069201469
T033,VF21B_Can_utt1.wav,VF26A_Can_utt2.wav,VF21B,VF26A,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6382346153259277,0.6550370901823044,0.6567320674657822,0.6803499311208725,0.6330370455980301,0.6489640176296234,0.6944964975118637,0.6682449132204056,0.6881987601518631,0.6151357591152191,0.6275715380907059,0.6920949667692184,0.7069870084524155,0.6447013169527054,0.6862009465694427,0.6414481848478317,0.6160147413611412,0.6418138146400452
T034,VF21B_Can_utt1.wav,VF32A_Can_utt2.wav,VF21B,VF32A,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.6131065264344215,0.6214436441659927,0.662461519241333,0.6739749908447266,0.6931635290384293,0.6909637749195099,0.6604376137256622,0.7071889787912369,0.7001858055591583,0.6632254719734192,0.6649618297815323,0.6522968709468842,0.6641659587621689,0.6436256617307663,0.6635083705186844,0.6947050243616104,0.663227841258049,0.5991115868091583
T035,VF21C_Can_utt1.wav,VF21C_Can_utt2.wav,VF21C,VF21C,Can,Can,utt_c1,utt_c2,c1_c2,same,can,0.8281336724758148,0.8236221373081207,0.7506000697612762,0.7191596776247025,0.7745242714881897,0.7627577483654022,0.799098938703537,0.8426378667354584,0.8248128592967987,0.7893725037574768,0.789363443851471,0.8478902280330658,0.8331202864646912,0.8774465024471283,0.8758005499839783,0.8093993663787842,0.7793314754962921,0.8223292827606201
T036,VF21C_Can_utt1.wav,VF21D_Can_utt2.wav,VF21C,VF21D,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5732295215129852,0.5611994564533234,0.6471951305866241,0.6231353506445885,0.6256576627492905,0.6099031865596771,0.7138582020998001,0.6357747614383698,0.6751206815242767,0.6117506995797157,0.607043944299221,0.6656850427389145,0.7205733358860016,0.7140969634056091,0.7218279093503952,0.5881507992744446,0.5707339122891426,0.5761901065707207
T037,VF21C_Can_utt1.wav,VF23B_Can_utt2.wav,VF21C,VF23B,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5914609208703041,0.5986316427588463,0.5825674533843994,0.5772514194250107,0.5767638012766838,0.5762340947985649,0.6187781617045403,0.5491797253489494,0.5514192469418049,0.49303121166303754,0.4862610585987568,0.6338727921247482,0.6462207287549973,0.6164628863334656,0.5973249524831772,0.4972162467893213,0.5534438751637936,0.5792712867259979
T038,VF21C_Can_utt1.wav,VF23C_Can_utt2.wav,VF21C,VF23C,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5971291661262512,0.6011749505996704,0.5335055515170097,0.5170038491487503,0.5388597398996353,0.5098178954795003,0.5667742416262627,0.5522768311202526,0.5559193827211857,0.548359327018261,0.5506270676851273,0.6258068829774857,0.6244009211659431,0.6331858783960342,0.63092440366745,0.5325616151094437,0.6006172597408295,0.538527600467205
T039,VF21C_Can_utt1.wav,VF26A_Can_utt2.wav,VF21C,VF26A,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5426278188824654,0.5612906813621521,0.5498335175216198,0.5432089008390903,0.5579857528209686,0.5766474306583405,0.5920116752386093,0.5732437893748283,0.5846188515424728,0.5682146996259689,0.5752615928649902,0.6628416925668716,0.6876553893089294,0.660830020904541,0.6845506280660629,0.5853768810629845,0.597183920443058,0.6170607283711433
T040,VF21C_Can_utt1.wav,VF32A_Can_utt2.wav,VF21C,VF32A,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5908218398690224,0.5919319838285446,0.5938426032662392,0.5709144175052643,0.6359460353851318,0.6217687055468559,0.6059970557689667,0.5983851999044418,0.5899085476994514,0.549008347094059,0.5516979023814201,0.6484093517065048,0.6803367733955383,0.6605091691017151,0.6907197386026382,0.5677085965871811,0.5773399099707603,0.6141291484236717
T041,VF21D_Can_utt1.wav,VF21D_Can_utt2.wav,VF21D,VF21D,Can,Can,utt_c1,utt_c2,c1_c2,same,can,0.6704883128404617,0.6734651774168015,0.7233852744102478,0.6962779611349106,0.7391633242368698,0.7111793756484985,0.7609694004058838,0.7958817183971405,0.7787032723426819,0.7614217698574066,0.7600363492965698,0.8064381778240204,0.7969076931476593,0.8336980044841766,0.802856832742691,0.7866155207157135,0.755049467086792,0.7194176763296127
T042,VF21D_Can_utt1.wav,VF23B_Can_utt2.wav,VF21D,VF23B,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5230365265160799,0.5202661175280809,0.5183120984584093,0.5335915423929691,0.5624085292220116,0.5714981332421303,0.6425410658121109,0.5674060806632042,0.567698746919632,0.5416228026151657,0.5369241312146187,0.6026773974299431,0.6359442323446274,0.6167456060647964,0.6310527920722961,0.5357604697346687,0.576697826385498,0.528105229139328
T043,VF21D_Can_utt1.wav,VF23C_Can_utt2.wav,VF21D,VF23C,Can,Can,utt_c1,utt_c2,c1_c2,diff,can,0.5911633148789406,0.5852107778191566,0.5162270106375217,0.5074713178910315,0.5129504688084126,0.5222664270550013,0.5415902175009251,0.49652572930790484,0.4880436360836029,0.5655704885721207,0.5414798818528652,0.5849688053131104,0.6214892193675041,0.6030216291546822,0.6338468641042709,0.5547052696347237,0.5344832539558411,0.5091918352991343
