feature,category,mean_rho,sd_rho,sem_rho,wilcoxon_stat,p_raw,p_fdr
HNR_cv,eng,-0.02194062969425207,0.10715876957710774,0.016943289156240937,299.0,0.9324580795537258,0.9923407085158916
HNR_cv,mixed,0.18676261427448862,0.10065821498984544,0.015915461228740706,817.0,4.547473508864641e-12,1.255968873876901e-11
pF0_cv,all,0.07848022334860272,0.05180816809848303,0.008191590629604048,811.0,3.001332515850663e-11,6.002665031701326e-11
pF0_cv,can,0.03512204647853268,0.08162664376507367,0.01290630560264075,602.0,0.00449752132044523,0.00543450492887132
pF0_cv,eng,-0.0028519996815273303,0.1260331967104762,0.019927598119857285,379.0,0.6623715955583975,0.711436158192353
pF0_cv,mixed,0.12763910658106944,0.07292694211103791,0.01153076199310639,814.0,1.2732925824820995e-11,3.014325297304562e-11
pF2_mean,all,0.14827437929381068,0.08101507903346453,0.012809608728215025,806.0,1.000444171950221e-10,1.7321122977048604e-10
pF2_mean,can,0.19059392420169732,0.10996990427258234,0.017387768578602115,807.0,8.003553375601768e-11,1.406685138742129e-10
pF2_mean,eng,-0.0316398666220764,0.08323098391524662,0.013159974053450905,231.0,0.9926611786022477,0.9999999999936335
pF2_mean,mixed,0.23114537836676147,0.11260447511463464,0.017804330804499766,810.0,3.9108272176235914e-11,7.560932620738943e-11
pF3_mean,all,0.1173951551818569,0.057891933726718005,0.009153518436397435,817.0,4.547473508864641e-12,1.255968873876901e-11
pF3_mean,can,0.12859574803350515,0.08798673387906239,0.013911924146846963,820.0,9.094947017729282e-13,3.767906621630702e-12
pF3_mean,eng,0.00912752987491679,0.08572313922986455,0.013554018407305213,449.0,0.3042529109879979,0.3361270254724548
pF3_mean,mixed,0.1996662217917608,0.08876301187578776,0.014034664475203209,818.0,2.7284841053187847e-12,7.912603905424475e-12
SHR_mean,all,0.23173321451943352,0.0756823728689123,0.01196643384959474,819.0,1.8189894035458565e-12,5.861188078092204e-12
SHR_mean,can,0.15981372034260038,0.10161204314613592,0.016066274702254555,808.0,6.366462912410498e-11,1.1539214028744027e-10
SHR_mean,eng,0.28661816794239164,0.128808990080416,0.02036648958800749,816.0,6.366462912410498e-12,1.605455864868734e-11
SHR_mean,mixed,0.2846010577245882,0.07303951338878467,0.011548561074946149,820.0,9.094947017729282e-13,3.767906621630702e-12
pF2_cv,all,0.14050187706215983,0.07379512201152917,0.011668033288322926,812.0,2.2737367544323206e-11,4.627253745862267e-11
pF2_cv,can,0.19984379744614286,0.09616123112502108,0.015204425648047118,820.0,9.094947017729282e-13,3.767906621630702e-12
pF2_cv,eng,0.029542281560995542,0.11075576920543981,0.01751202473465636,542.0,0.0385003071387473,0.045111470990855426
pF2_cv,mixed,0.21031522029503646,0.08279146223584742,0.013090479574054716,818.0,2.7284841053187847e-12,7.912603905424475e-12
H1H2c_mean,all,0.1809885662804464,0.08412323805420276,0.013301051819991591,818.0,2.7284841053187847e-12,7.912603905424475e-12
H1H2c_mean,can,0.16550029969890173,0.1001027017690028,0.015827626876330762,810.0,3.9108272176235914e-11,7.560932620738943e-11
H1H2c_mean,eng,0.09007689587201757,0.0841755286158991,0.013309319683746091,754.0,1.7449474398745224e-07,2.3536500351795882e-07
H1H2c_mean,mixed,0.2476250320495886,0.10221382140421757,0.016161424199349888,819.0,1.8189894035458565e-12,5.861188078092204e-12
SHR_cv,all,-0.0027385626878342227,0.062027729763601956,0.009807445207119986,405.0,0.5291379515838344,0.5790566262615545
SHR_cv,can,-0.15651644952561253,0.09209869667205399,0.014562082550833008,5.0,0.9999999999936335,0.9999999999936335
SHR_cv,eng,0.04696724575419153,0.09221488003091288,0.01458045275284315,626.0,0.0015257919430951006,0.001863072267358228
SHR_cv,mixed,0.05493646406499788,0.08127753419512922,0.012851106532941432,680.0,7.489126437576488e-05,9.442811595205136e-05
CPP_mean,all,0.3304328256218523,0.11356282423188128,0.017955859104705322,820.0,9.094947017729282e-13,3.767906621630702e-12
CPP_mean,can,0.20540565875743672,0.10910782403564219,0.01725146172487469,816.0,6.366462912410498e-12,1.605455864868734e-11
CPP_mean,eng,0.473245075549241,0.1369970266647185,0.021661131846566553,820.0,9.094947017729282e-13,3.767906621630702e-12
CPP_mean,mixed,0.3665352328067457,0.13005266055111092,0.020563131155311977,820.0,9.094947017729282e-13,3.767906621630702e-12
FD_cv,all,0.21731855559433474,0.07249521268345449,0.011462499576902173,820.0,9.094947017729282e-13,3.767906621630702e-12
FD_cv,can,0.16028543235849735,0.10243484096799806,0.016196370460800046,809.0,5.002220859751105e-11,9.3589938666311e-11
FD_cv,eng,0.2662682501404349,0.11240742407021381,0.017773174298715524,820.0,9.094947017729282e-13,3.767906621630702e-12
FD_cv,mixed,0.2646862325399527,0.08840086719002853,0.013977404372726952,820.0,9.094947017729282e-13,3.767906621630702e-12
CPP_cv,all,0.07887956878676752,0.06544558814229169,0.01034785606694748,774.0,1.7401362129021436e-08,2.461656106056691e-08
CPP_cv,can,-0.08233682731525123,0.09747823761040003,0.015412662657397656,101.0,0.9999959236201903,0.9999999999936335
CPP_cv,eng,0.16087490765764761,0.11028686765438059,0.017437884889669717,801.0,2.7921487344428897e-10,4.4984618499357665e-10
CPP_cv,mixed,0.1454184869194519,0.08794539742819396,0.013905388280090369,813.0,1.7280399333685637e-11,3.782125137184026e-11
pF4_mean,all,0.20469572557943297,0.08144619528266335,0.012877774192403877,820.0,9.094947017729282e-13,3.767906621630702e-12
pF4_mean,can,0.3530360029605094,0.11240606953038702,0.017772960127163822,820.0,9.094947017729282e-13,3.767906621630702e-12
pF4_mean,eng,0.12041609581696958,0.09207730880368331,0.014558700831915648,787.0,2.9222064767964184e-09,4.345845529594674e-09
pF4_mean,mixed,0.19947286369757186,0.09268753171845648,0.014655185546471149,816.0,6.366462912410498e-12,1.605455864868734e-11
energy_cv,all,0.014102797762262032,0.06182674150614114,0.00977566617329376,510.0,0.09155870914401021,0.10515653723470479
energy_cv,can,-0.0035680150121656594,0.12093325027867756,0.019121225786390673,390.0,0.6073982753759992,0.6584878499403356
energy_cv,eng,0.13518980772154945,0.11483356590121381,0.018156781004344088,765.0,5.18348315381445e-08,7.158143402886622e-08
energy_cv,mixed,0.024743499305389122,0.056000149986271945,0.008854401163383317,593.0,0.00651291589201719,0.0077886416852989086
AR_mean,all,0.28511749223695615,0.09910575194526887,0.01566999526853563,820.0,9.094947017729282e-13,3.767906621630702e-12
AR_mean,can,0.2033809457162048,0.11083518437277559,0.017524581375133585,819.0,1.8189894035458565e-12,5.861188078092204e-12
AR_mean,eng,0.20167012907621862,0.07608759258804888,0.012030504712859007,820.0,9.094947017729282e-13,3.767906621630702e-12
AR_mean,mixed,0.1457354203190016,0.0960537859537561,0.01518743707480791,792.0,1.3487806427292526e-09,2.0586651915341224e-09
H2H4c_mean,all,0.07764270317137015,0.06102065644173893,0.009648212933726035,782.0,6.004484021104872e-09,8.706501830602064e-09
H2H4c_mean,can,0.16577305573412687,0.11182524869573046,0.01768112428966408,808.0,6.366462912410498e-11,1.1539214028744027e-10
H2H4c_mean,eng,0.06676334221339456,0.09741650818451301,0.01540290237817478,683.0,6.160464454296743e-05,7.852899743938707e-05
H2H4c_mean,mixed,0.06306299451862778,0.08470668729910301,0.013393303245641102,696.0,2.539158595027402e-05,3.347072693445212e-05
pF4_cv,all,0.12494145100216417,0.08414768835707458,0.013304917752319387,794.0,9.722498361952603e-10,1.5037464133153358e-09
pF4_cv,can,0.2750485281824414,0.11420276891181995,0.018057043242961004,820.0,9.094947017729282e-13,3.767906621630702e-12
pF4_cv,eng,-0.08866574156652188,0.1099069337051107,0.017377812057663932,103.0,0.9999952012694848,0.9999999999936335
pF4_cv,mixed,0.15177765888077874,0.09384230508464814,0.014837771247394415,804.0,1.5370460459962487e-10,2.547104876222355e-10
H42Kc_mean,all,0.1395117585606244,0.06680346878103503,0.010562555847401142,813.0,1.7280399333685637e-11,3.782125137184026e-11
H42Kc_mean,can,0.23059478956900778,0.10081411042889782,0.01594011046195258,820.0,9.094947017729282e-13,3.767906621630702e-12
H42Kc_mean,eng,0.013770996803021246,0.10585084574700966,0.016736488240784886,478.0,0.18410008471528272,0.20733601773759994
H42Kc_mean,mixed,0.16660124945101135,0.087238430188605,0.013793606944679215,814.0,1.2732925824820995e-11,3.014325297304562e-11
