feature,category,mean_rho,sd_rho,sem_rho,wilcoxon_stat,p_raw,p_fdr
FD_cv,eng,0.05874218374218376,0.1031835903790661,0.024320605488070884,135.0,0.0151824951171875,0.01815638591333763
FD_cv,mixed,0.23163372882780045,0.08120026444269247,0.019139085873856248,171.0,3.814697265625e-06,5.746816659902597e-06
CPP_cv,all,0.06927296496685176,0.03778102157953675,0.008905072186348575,171.0,3.814697265625e-06,5.746816659902597e-06
CPP_cv,can,-0.22976992143658814,0.05389791423020292,0.012703860214662467,0.0,1.0,1.0
CPP_cv,eng,0.2997955747955749,0.06719991916252364,0.015839172845002764,171.0,3.814697265625e-06,5.746816659902597e-06
CPP_cv,mixed,0.12686233162512756,0.04217385930872455,0.009940473968668843,171.0,3.814697265625e-06,5.746816659902597e-06
pF4_mean,all,0.22848444487294609,0.05479243779079089,0.012914701439870098,171.0,3.814697265625e-06,5.746816659902597e-06
pF4_mean,can,0.3293009459676127,0.07530868861013487,0.01775042813283083,171.0,3.814697265625e-06,5.746816659902597e-06
pF4_mean,eng,0.13768237934904604,0.07011740652324476,0.016526831210600078,171.0,3.814697265625e-06,5.746816659902597e-06
pF4_mean,mixed,0.22902297519917847,0.040208605719642576,0.009477259255471823,171.0,3.814697265625e-06,5.746816659902597e-06
energy_cv,all,0.08657183507308527,0.040221008133136726,0.009480182532366753,171.0,3.814697265625e-06,5.746816659902597e-06
energy_cv,can,0.05220057720057721,0.06024068346650484,0.01419886526082597,150.5,0.0023193474276634977,0.002892949479666298
energy_cv,eng,0.08243546576879912,0.07083118126377588,0.016695069530356488,168.0,0.00016323914240643322,0.00021276112942860957
energy_cv,mixed,0.14276888679467645,0.05456997156573912,0.012862265647763738,171.0,3.814697265625e-06,5.746816659902597e-06
AR_mean,all,0.26231842230374736,0.09269776392161505,0.021849072489934566,171.0,3.814697265625e-06,5.746816659902597e-06
AR_mean,can,0.22070306236972906,0.05742859136319839,0.01353604879563626,171.0,3.814697265625e-06,5.746816659902597e-06
AR_mean,eng,0.15396023729357067,0.04192824450027093,0.009882582003129714,171.0,3.814697265625e-06,5.746816659902597e-06
AR_mean,mixed,0.17020384848631337,0.06881074025928728,0.01621884701860274,171.0,3.814697265625e-06,5.746816659902597e-06
H2H4c_mean,all,0.1011879555364879,0.04429813748565418,0.010441171136680024,171.0,3.814697265625e-06,5.746816659902597e-06
H2H4c_mean,can,0.1653960237293571,0.09129752162673102,0.021519032215928997,171.0,3.814697265625e-06,5.746816659902597e-06
H2H4c_mean,eng,0.17153278819945492,0.08886254601397423,0.02094510295999426,169.0,1.1444091796875e-05,1.6389069733796295e-05
H2H4c_mean,mixed,0.03823852078113347,0.054081130908727175,0.012747044799932794,138.0,0.010406494140625,0.012574513753255209
pF4_cv,all,0.14573953219156607,0.045506928045160294,0.010726085803900375,171.0,3.814697265625e-06,5.746816659902597e-06
pF4_cv,can,0.23274410774410784,0.09793318358891599,0.02308307273963654,171.0,3.814697265625e-06,5.746816659902597e-06
pF4_cv,eng,-0.0512866762866763,0.04089237111631284,0.00963842430504724,11.0,0.9994125120801342,1.0
pF4_cv,mixed,0.1822263438909007,0.03634971679498327,0.008567710413314403,171.0,3.814697265625e-06,5.746816659902597e-06
H42Kc_mean,all,0.17597271686551913,0.022011593842997786,0.005188182423702598,171.0,3.814697265625e-06,5.746816659902597e-06
H42Kc_mean,can,0.19490941157607825,0.09473911082814014,0.022330222570053924,170.0,7.62939453125e-06,1.10626220703125e-05
H42Kc_mean,eng,0.0894099727433061,0.054525457223247344,0.012851773516618406,171.0,3.814697265625e-06,5.746816659902597e-06
H42Kc_mean,mixed,0.21010728844807958,0.03912253499955524,0.009221269931797851,171.0,3.814697265625e-06,5.746816659902597e-06
