label1,label2,feature,dissimilarity
VF19B_can_utt1,VF19B_can_utt2,CPP_cv,0.0058244468936399785
VF19B_can_utt1,VF19B_eng_utt1,CPP_cv,0.06406760748010337
VF19B_can_utt1,VF19B_eng_utt2,CPP_cv,0.04805222176218743
VF19B_can_utt1,VF19D_can_utt1,CPP_cv,0.1116365298671384
VF19B_can_utt1,VF19D_can_utt2,CPP_cv,0.1642163735430357
VF19B_can_utt1,VF19D_eng_utt1,CPP_cv,0.012386969576025197
VF19B_can_utt1,VF19D_eng_utt2,CPP_cv,0.010200577577974712
VF19B_can_utt1,VF21A_can_utt1,CPP_cv,0.01888883407360792
VF19B_can_utt1,VF21A_can_utt2,CPP_cv,0.10095972796178421
VF19B_can_utt1,VF21A_eng_utt1,CPP_cv,0.02003295960732332
VF19B_can_utt1,VF21A_eng_utt2,CPP_cv,0.12938834088687512
VF19B_can_utt1,VF21B_can_utt1,CPP_cv,0.09992577227164362
VF19B_can_utt1,VF21B_can_utt2,CPP_cv,0.025399659644723904
VF19B_can_utt1,VF21B_eng_utt1,CPP_cv,0.018942455231989785
VF19B_can_utt1,VF21B_eng_utt2,CPP_cv,0.05159548424890459
VF19B_can_utt1,VF21C_can_utt1,CPP_cv,0.04404230312126223
VF19B_can_utt1,VF21C_can_utt2,CPP_cv,0.1816668623361527
VF19B_can_utt1,VF21C_eng_utt1,CPP_cv,0.08869833008383288
VF19B_can_utt1,VF21C_eng_utt2,CPP_cv,0.09644363207047768
VF19B_can_utt1,VF21D_can_utt1,CPP_cv,0.002565226773168394
VF19B_can_utt1,VF21D_can_utt2,CPP_cv,0.1097998892900558
VF19B_can_utt1,VF21D_eng_utt1,CPP_cv,0.053149031924351775
VF19B_can_utt1,VF21D_eng_utt2,CPP_cv,0.12008199049138563
VF19B_can_utt1,VF23B_can_utt1,CPP_cv,0.10789222249226382
VF19B_can_utt1,VF23B_can_utt2,CPP_cv,0.028711360204400294
VF19B_can_utt1,VF23B_eng_utt1,CPP_cv,0.005014684786843138
VF19B_can_utt1,VF23B_eng_utt2,CPP_cv,0.09931757605742592
VF19B_can_utt1,VF23C_can_utt1,CPP_cv,0.08973408188168941
VF19B_can_utt1,VF23C_can_utt2,CPP_cv,0.023050846413166903
