label1,label2,feature,dissimilarity
VF19B_can_utt1,VF19B_can_utt2,CPP_mean,0.03750868283468592
VF19B_can_utt1,VF19B_eng_utt1,CPP_mean,0.16050816757755082
VF19B_can_utt1,VF19B_eng_utt2,CPP_mean,0.22270499487513729
VF19B_can_utt1,VF19D_can_utt1,CPP_mean,0.4107192056712625
VF19B_can_utt1,VF19D_can_utt2,CPP_mean,0.3340173728386395
VF19B_can_utt1,VF19D_eng_utt1,CPP_mean,0.3115575206117306
VF19B_can_utt1,VF19D_eng_utt2,CPP_mean,0.31241096431125
VF19B_can_utt1,VF21A_can_utt1,CPP_mean,0.17108200560265052
VF19B_can_utt1,VF21A_can_utt2,CPP_mean,0.2769450965725821
VF19B_can_utt1,VF21A_eng_utt1,CPP_mean,0.108963048167389
VF19B_can_utt1,VF21A_eng_utt2,CPP_mean,0.0554445104429547
VF19B_can_utt1,VF21B_can_utt1,CPP_mean,0.08955976215211803
VF19B_can_utt1,VF21B_can_utt2,CPP_mean,0.1151748930917505
VF19B_can_utt1,VF21B_eng_utt1,CPP_mean,0.03228976132791492
VF19B_can_utt1,VF21B_eng_utt2,CPP_mean,0.1553100806729939
VF19B_can_utt1,VF21C_can_utt1,CPP_mean,0.0924244614669173
VF19B_can_utt1,VF21C_can_utt2,CPP_mean,0.01210455747067632
VF19B_can_utt1,VF21C_eng_utt1,CPP_mean,0.0724767812097239
VF19B_can_utt1,VF21C_eng_utt2,CPP_mean,0.1201772134671108
VF19B_can_utt1,VF21D_can_utt1,CPP_mean,0.15812180270081583
VF19B_can_utt1,VF21D_can_utt2,CPP_mean,0.2755048843797679
VF19B_can_utt1,VF21D_eng_utt1,CPP_mean,0.09791800889827529
VF19B_can_utt1,VF21D_eng_utt2,CPP_mean,0.15649939785712863
VF19B_can_utt1,VF23B_can_utt1,CPP_mean,0.2517003695567379
VF19B_can_utt1,VF23B_can_utt2,CPP_mean,0.1520506156194379
VF19B_can_utt1,VF23B_eng_utt1,CPP_mean,0.18332788583724352
VF19B_can_utt1,VF23B_eng_utt2,CPP_mean,0.1926438374676686
VF19B_can_utt1,VF23C_can_utt1,CPP_mean,0.2058887039883004
VF19B_can_utt1,VF23C_can_utt2,CPP_mean,0.14041473741276128
VF19B_can_utt1,VF23C_eng_utt1,CPP_mean,0.2110601327469408
VF19B_can_utt1,VF23C_eng_utt2,CPP_mean,0.225264334509783
VF19B_can_utt1,VF26A_can_utt1,CPP_mean,0.3871986984674727
VF19B_can_utt1,VF26A_can_utt2,CPP_mean,0.2842833452235412
VF19B_can_utt1,VF26A_eng_utt1,CPP_mean,0.4048732079029297
VF19B_can_utt1,VF26A_eng_utt2,CPP_mean,0.4944554924270418
VF19B_can_utt1,VF32A_can_utt1,CPP_mean,0.37118600819608716
VF19B_can_utt1,VF32A_can_utt2,CPP_mean,0.43975112376491554
VF19B_can_utt1,VF32A_eng_utt1,CPP_mean,0.45284721234915415
VF19B_can_utt1,VF32A_eng_utt2,CPP_mean,0.40030009133099453
VF19B_can_utt2,VF19B_eng_utt1,CPP_mean,0.1229994847428649
VF19B_can_utt2,VF19B_eng_utt2,CPP_mean,0.18519631204045137
VF19B_can_utt2,VF19D_can_utt1,CPP_mean,0.37321052283657663
VF19B_can_utt2,VF19D_can_utt2,CPP_mean,0.29650869000395363
VF19B_can_utt2,VF19D_eng_utt1,CPP_mean,0.2740488377770447
VF19B_can_utt2,VF19D_eng_utt2,CPP_mean,0.27490228147656404
VF19B_can_utt2,VF21A_can_utt1,CPP_mean,0.1335733227679646
VF19B_can_utt2,VF21A_can_utt2,CPP_mean,0.23943641373789618
VF19B_can_utt2,VF21A_eng_utt1,CPP_mean,0.07145436533270308
VF19B_can_utt2,VF21A_eng_utt2,CPP_mean,0.017935827608268784
VF19B_can_utt2,VF21B_can_utt1,CPP_mean,0.05205107931743211
VF19B_can_utt2,VF21B_can_utt2,CPP_mean,0.07766621025706458
VF19B_can_utt2,VF21B_eng_utt1,CPP_mean,0.0052189215067710015
VF19B_can_utt2,VF21B_eng_utt2,CPP_mean,0.11780139783830798
VF19B_can_utt2,VF21C_can_utt1,CPP_mean,0.05491577863223138
VF19B_can_utt2,VF21C_can_utt2,CPP_mean,0.0254041253640096
VF19B_can_utt2,VF21C_eng_utt1,CPP_mean,0.034968098375037976
VF19B_can_utt2,VF21C_eng_utt2,CPP_mean,0.08266853063242488
VF19B_can_utt2,VF21D_can_utt1,CPP_mean,0.12061311986612991
VF19B_can_utt2,VF21D_can_utt2,CPP_mean,0.23799620154508197
VF19B_can_utt2,VF21D_eng_utt1,CPP_mean,0.06040932606358937
VF19B_can_utt2,VF21D_eng_utt2,CPP_mean,0.11899071502244271
VF19B_can_utt2,VF23B_can_utt1,CPP_mean,0.214191686722052
VF19B_can_utt2,VF23B_can_utt2,CPP_mean,0.11454193278475197
VF19B_can_utt2,VF23B_eng_utt1,CPP_mean,0.1458192030025576
VF19B_can_utt2,VF23B_eng_utt2,CPP_mean,0.1551351546329827
VF19B_can_utt2,VF23C_can_utt1,CPP_mean,0.16838002115361447
VF19B_can_utt2,VF23C_can_utt2,CPP_mean,0.10290605457807536
VF19B_can_utt2,VF23C_eng_utt1,CPP_mean,0.17355144991225488
VF19B_can_utt2,VF23C_eng_utt2,CPP_mean,0.18775565167509708
VF19B_can_utt2,VF26A_can_utt1,CPP_mean,0.3496900156327868
VF19B_can_utt2,VF26A_can_utt2,CPP_mean,0.2467746623888553
VF19B_can_utt2,VF26A_eng_utt1,CPP_mean,0.3673645250682438
VF19B_can_utt2,VF26A_eng_utt2,CPP_mean,0.4569468095923559
VF19B_can_utt2,VF32A_can_utt1,CPP_mean,0.33367732536140127
VF19B_can_utt2,VF32A_can_utt2,CPP_mean,0.40224244093022965
VF19B_can_utt2,VF32A_eng_utt1,CPP_mean,0.41533852951446826
VF19B_can_utt2,VF32A_eng_utt2,CPP_mean,0.36279140849630864
VF19B_eng_utt1,VF19B_eng_utt2,CPP_mean,0.062196827297586466
VF19B_eng_utt1,VF19D_can_utt1,CPP_mean,0.2502110380937117
VF19B_eng_utt1,VF19D_can_utt2,CPP_mean,0.1735092052610887
VF19B_eng_utt1,VF19D_eng_utt1,CPP_mean,0.15104935303417977
VF19B_eng_utt1,VF19D_eng_utt2,CPP_mean,0.15190279673369916
VF19B_eng_utt1,VF21A_can_utt1,CPP_mean,0.010573838025099702
VF19B_eng_utt1,VF21A_can_utt2,CPP_mean,0.11643692899503127
VF19B_eng_utt1,VF21A_eng_utt1,CPP_mean,0.05154511941016182
VF19B_eng_utt1,VF21A_eng_utt2,CPP_mean,0.10506365713459612
VF19B_eng_utt1,VF21B_can_utt1,CPP_mean,0.07094840542543279
VF19B_eng_utt1,VF21B_can_utt2,CPP_mean,0.04533327448580032
VF19B_eng_utt1,VF21B_eng_utt1,CPP_mean,0.1282184062496359
VF19B_eng_utt1,VF21B_eng_utt2,CPP_mean,0.00519808690455692
VF19B_eng_utt1,VF21C_can_utt1,CPP_mean,0.06808370611063352
VF19B_eng_utt1,VF21C_can_utt2,CPP_mean,0.1484036101068745
VF19B_eng_utt1,VF21C_eng_utt1,CPP_mean,0.08803138636782692
VF19B_eng_utt1,VF21C_eng_utt2,CPP_mean,0.04033095411044002
VF19B_eng_utt1,VF21D_can_utt1,CPP_mean,0.002386364876734992
VF19B_eng_utt1,VF21D_can_utt2,CPP_mean,0.11499671680221707
VF19B_eng_utt1,VF21D_eng_utt1,CPP_mean,0.06259015867927553
VF19B_eng_utt1,VF21D_eng_utt2,CPP_mean,0.0040087697204221895
VF19B_eng_utt1,VF23B_can_utt1,CPP_mean,0.09119220197918709
VF19B_eng_utt1,VF23B_can_utt2,CPP_mean,0.00845755195811293
VF19B_eng_utt1,VF23B_eng_utt1,CPP_mean,0.0228197182596927
VF19B_eng_utt1,VF23B_eng_utt2,CPP_mean,0.03213566989011779
VF19B_eng_utt1,VF23C_can_utt1,CPP_mean,0.04538053641074957
VF19B_eng_utt1,VF23C_can_utt2,CPP_mean,0.02009343016478954
VF19B_eng_utt1,VF23C_eng_utt1,CPP_mean,0.05055196516938998
VF19B_eng_utt1,VF23C_eng_utt2,CPP_mean,0.06475616693223218
VF19B_eng_utt1,VF26A_can_utt1,CPP_mean,0.22669053088992186
