label1,label2,feature,dissimilarity
VF19B_can_utt1,VF19B_can_utt2,FD_cv,0.055491767696007055
VF19B_can_utt1,VF19B_eng_utt1,FD_cv,0.12150506929090218
VF19B_can_utt1,VF19B_eng_utt2,FD_cv,0.15806639798717867
VF19B_can_utt1,VF19D_can_utt1,FD_cv,0.09342663613426588
VF19B_can_utt1,VF19D_can_utt2,FD_cv,0.11432636615208919
VF19B_can_utt1,VF19D_eng_utt1,FD_cv,0.11369295256969136
VF19B_can_utt1,VF19D_eng_utt2,FD_cv,0.01671006766476274
VF19B_can_utt1,VF21A_can_utt1,FD_cv,0.014824692521251626
VF19B_can_utt1,VF21A_can_utt2,FD_cv,0.06322209195216039
VF19B_can_utt1,VF21A_eng_utt1,FD_cv,0.16414746238064828
VF19B_can_utt1,VF21A_eng_utt2,FD_cv,0.10437201162923548
VF19B_can_utt1,VF21B_can_utt1,FD_cv,0.07585137961351726
VF19B_can_utt1,VF21B_can_utt2,FD_cv,0.10142183501284138
VF19B_can_utt1,VF21B_eng_utt1,FD_cv,0.13939414884948828
VF19B_can_utt1,VF21B_eng_utt2,FD_cv,0.1624871613207675
VF19B_can_utt1,VF21C_can_utt1,FD_cv,0.09412827487743147
VF19B_can_utt1,VF21C_can_utt2,FD_cv,0.20777876561009348
VF19B_can_utt1,VF21C_eng_utt1,FD_cv,0.13986983773460038
VF19B_can_utt1,VF21C_eng_utt2,FD_cv,0.05392503077047295
VF19B_can_utt1,VF21D_can_utt1,FD_cv,0.12130132767424018
VF19B_can_utt1,VF21D_can_utt2,FD_cv,0.13291942908690818
VF19B_can_utt1,VF21D_eng_utt1,FD_cv,0.1691333831124822
VF19B_can_utt1,VF21D_eng_utt2,FD_cv,0.15305940514913627
VF19B_can_utt1,VF23B_can_utt1,FD_cv,0.07514521855134268
VF19B_can_utt1,VF23B_can_utt2,FD_cv,0.05923247425179429
VF19B_can_utt1,VF23B_eng_utt1,FD_cv,0.16677650168282898
VF19B_can_utt1,VF23B_eng_utt2,FD_cv,0.18335406318775369
VF19B_can_utt1,VF23C_can_utt1,FD_cv,0.10626214771432776
VF19B_can_utt1,VF23C_can_utt2,FD_cv,0.11572456171052517
VF19B_can_utt1,VF23C_eng_utt1,FD_cv,0.13300992523961339
VF19B_can_utt1,VF23C_eng_utt2,FD_cv,0.10098010277368927
VF19B_can_utt1,VF26A_can_utt1,FD_cv,0.07201769301693278
VF19B_can_utt1,VF26A_can_utt2,FD_cv,0.039608699079437704
VF19B_can_utt1,VF26A_eng_utt1,FD_cv,0.08805305029684188
VF19B_can_utt1,VF26A_eng_utt2,FD_cv,0.005912979622589354
VF19B_can_utt1,VF32A_can_utt1,FD_cv,0.07269913470218403
VF19B_can_utt1,VF32A_can_utt2,FD_cv,0.01709122257504414
VF19B_can_utt1,VF32A_eng_utt1,FD_cv,0.0005213725098727751
VF19B_can_utt1,VF32A_eng_utt2,FD_cv,0.021316977876403298
VF19B_can_utt2,VF19B_eng_utt1,FD_cv,0.06601330159489513
VF19B_can_utt2,VF19B_eng_utt2,FD_cv,0.10257463029117161
VF19B_can_utt2,VF19D_can_utt1,FD_cv,0.03793486843825883
VF19B_can_utt2,VF19D_can_utt2,FD_cv,0.05883459845608213
VF19B_can_utt2,VF19D_eng_utt1,FD_cv,0.05820118487368431
VF19B_can_utt2,VF19D_eng_utt2,FD_cv,0.0722018353607698
VF19B_can_utt2,VF21A_can_utt1,FD_cv,0.07031646021725868
VF19B_can_utt2,VF21A_can_utt2,FD_cv,0.007730324256153331
VF19B_can_utt2,VF21A_eng_utt1,FD_cv,0.10865569468464123
VF19B_can_utt2,VF21A_eng_utt2,FD_cv,0.04888024393322843
VF19B_can_utt2,VF21B_can_utt1,FD_cv,0.020359611917510206
VF19B_can_utt2,VF21B_can_utt2,FD_cv,0.04593006731683433
VF19B_can_utt2,VF21B_eng_utt1,FD_cv,0.08390238115348123
VF19B_can_utt2,VF21B_eng_utt2,FD_cv,0.10699539362476043
VF19B_can_utt2,VF21C_can_utt1,FD_cv,0.03863650718142442
VF19B_can_utt2,VF21C_can_utt2,FD_cv,0.15228699791408642
VF19B_can_utt2,VF21C_eng_utt1,FD_cv,0.08437807003859332
VF19B_can_utt2,VF21C_eng_utt2,FD_cv,0.0015667369255341068
VF19B_can_utt2,VF21D_can_utt1,FD_cv,0.06580955997823312
VF19B_can_utt2,VF21D_can_utt2,FD_cv,0.07742766139090113
VF19B_can_utt2,VF21D_eng_utt1,FD_cv,0.11364161541647513
VF19B_can_utt2,VF21D_eng_utt2,FD_cv,0.09756763745312921
VF19B_can_utt2,VF23B_can_utt1,FD_cv,0.019653450855335625
VF19B_can_utt2,VF23B_can_utt2,FD_cv,0.003740706555787232
VF19B_can_utt2,VF23B_eng_utt1,FD_cv,0.11128473398682193
VF19B_can_utt2,VF23B_eng_utt2,FD_cv,0.12786229549174663
VF19B_can_utt2,VF23C_can_utt1,FD_cv,0.05077038001832071
VF19B_can_utt2,VF23C_can_utt2,FD_cv,0.060232794014518115
VF19B_can_utt2,VF23C_eng_utt1,FD_cv,0.07751815754360633
VF19B_can_utt2,VF23C_eng_utt2,FD_cv,0.04548833507768221
VF19B_can_utt2,VF26A_can_utt1,FD_cv,0.016525925320925727
VF19B_can_utt2,VF26A_can_utt2,FD_cv,0.09510046677544476
VF19B_can_utt2,VF26A_eng_utt1,FD_cv,0.03256128260083482
VF19B_can_utt2,VF26A_eng_utt2,FD_cv,0.0495787880734177
VF19B_can_utt2,VF32A_can_utt1,FD_cv,0.1281909023981911
VF19B_can_utt2,VF32A_can_utt2,FD_cv,0.0725829902710512
VF19B_can_utt2,VF32A_eng_utt1,FD_cv,0.05497039518613428
VF19B_can_utt2,VF32A_eng_utt2,FD_cv,0.03417478981960376
VF19B_eng_utt1,VF19B_eng_utt2,FD_cv,0.036561328696276485
VF19B_eng_utt1,VF19D_can_utt1,FD_cv,0.0280784331566363
VF19B_eng_utt1,VF19D_can_utt2,FD_cv,0.007178703138812997
VF19B_eng_utt1,VF19D_eng_utt1,FD_cv,0.007812116721210821
VF19B_eng_utt1,VF19D_eng_utt2,FD_cv,0.13821513695566492
VF19B_eng_utt1,VF21A_can_utt1,FD_cv,0.1363297618121538
VF19B_eng_utt1,VF21A_can_utt2,FD_cv,0.0582829773387418
VF19B_eng_utt1,VF21A_eng_utt1,FD_cv,0.0426423930897461
VF19B_eng_utt1,VF21A_eng_utt2,FD_cv,0.0171330576616667
VF19B_eng_utt1,VF21B_can_utt1,FD_cv,0.04565368967738492
VF19B_eng_utt1,VF21B_can_utt2,FD_cv,0.020083234278060802
VF19B_eng_utt1,VF21B_eng_utt1,FD_cv,0.017889079558586096
VF19B_eng_utt1,VF21B_eng_utt2,FD_cv,0.0409820920298653
VF19B_eng_utt1,VF21C_can_utt1,FD_cv,0.027376794413470712
VF19B_eng_utt1,VF21C_can_utt2,FD_cv,0.0862736963191913
VF19B_eng_utt1,VF21C_eng_utt1,FD_cv,0.018364768443698193
VF19B_eng_utt1,VF21C_eng_utt2,FD_cv,0.06758003852042924
VF19B_eng_utt1,VF21D_can_utt1,FD_cv,0.00020374161666200652
VF19B_eng_utt1,VF21D_can_utt2,FD_cv,0.011414359796005996
VF19B_eng_utt1,VF21D_eng_utt1,FD_cv,0.047628313821580004
VF19B_eng_utt1,VF21D_eng_utt2,FD_cv,0.031554335858234084
VF19B_eng_utt1,VF23B_can_utt1,FD_cv,0.046359850739559505
VF19B_eng_utt1,VF23B_can_utt2,FD_cv,0.0622725950391079
VF19B_eng_utt1,VF23B_eng_utt1,FD_cv,0.0452714323919268
VF19B_eng_utt1,VF23B_eng_utt2,FD_cv,0.0618489938968515
VF19B_eng_utt1,VF23C_can_utt1,FD_cv,0.01524292157657442
VF19B_eng_utt1,VF23C_can_utt2,FD_cv,0.0057805075803770145
VF19B_eng_utt1,VF23C_eng_utt1,FD_cv,0.011504855948711201
VF19B_eng_utt1,VF23C_eng_utt2,FD_cv,0.020524966517212917
VF19B_eng_utt1,VF26A_can_utt1,FD_cv,0.0494873762739694
VF19B_eng_utt1,VF26A_can_utt2,FD_cv,0.1611137683703399
VF19B_eng_utt1,VF26A_eng_utt1,FD_cv,0.033452018994060306
VF19B_eng_utt1,VF26A_eng_utt2,FD_cv,0.11559208966831283
VF19B_eng_utt1,VF32A_can_utt1,FD_cv,0.19420420399308622
VF19B_eng_utt1,VF32A_can_utt2,FD_cv,0.13859629186594632
VF19B_eng_utt1,VF32A_eng_utt1,FD_cv,0.12098369678102941
VF19B_eng_utt1,VF32A_eng_utt2,FD_cv,0.10018809141449889
VF19B_eng_utt2,VF19D_can_utt1,FD_cv,0.06463976185291279
VF19B_eng_utt2,VF19D_can_utt2,FD_cv,0.04374003183508948
VF19B_eng_utt2,VF19D_eng_utt1,FD_cv,0.044373445417487306
VF19B_eng_utt2,VF19D_eng_utt2,FD_cv,0.1747764656519414
VF19B_eng_utt2,VF21A_can_utt1,FD_cv,0.1728910905084303
VF19B_eng_utt2,VF21A_can_utt2,FD_cv,0.09484430603501828
VF19B_eng_utt2,VF21A_eng_utt1,FD_cv,0.006081064393469615
VF19B_eng_utt2,VF21A_eng_utt2,FD_cv,0.053694386357943186
VF19B_eng_utt2,VF21B_can_utt1,FD_cv,0.08221501837366141
VF19B_eng_utt2,VF21B_can_utt2,FD_cv,0.05664456297433729
VF19B_eng_utt2,VF21B_eng_utt1,FD_cv,0.01867224913769039
VF19B_eng_utt2,VF21B_eng_utt2,FD_cv,0.0044207633335888175
VF19B_eng_utt2,VF21C_can_utt1,FD_cv,0.0639381231097472
VF19B_eng_utt2,VF21C_can_utt2,FD_cv,0.04971236762291481
VF19B_eng_utt2,VF21C_eng_utt1,FD_cv,0.018196560252578292
VF19B_eng_utt2,VF21C_eng_utt2,FD_cv,0.10414136721670572
VF19B_eng_utt2,VF21D_can_utt1,FD_cv,0.03676507031293849
VF19B_eng_utt2,VF21D_can_utt2,FD_cv,0.02514696890027049
VF19B_eng_utt2,VF21D_eng_utt1,FD_cv,0.011066985125303519
VF19B_eng_utt2,VF21D_eng_utt2,FD_cv,0.005006992838042401
VF19B_eng_utt2,VF23B_can_utt1,FD_cv,0.08292117943583599
VF19B_eng_utt2,VF23B_can_utt2,FD_cv,0.09883392373538438
VF19B_eng_utt2,VF23B_eng_utt1,FD_cv,0.008710103695650312
VF19B_eng_utt2,VF23B_eng_utt2,FD_cv,0.025287665200575016
VF19B_eng_utt2,VF23C_can_utt1,FD_cv,0.051804250272850905
VF19B_eng_utt2,VF23C_can_utt2,FD_cv,0.0423418362766535
VF19B_eng_utt2,VF23C_eng_utt1,FD_cv,0.025056472747565284
VF19B_eng_utt2,VF23C_eng_utt2,FD_cv,0.0570862952134894
VF19B_eng_utt2,VF26A_can_utt1,FD_cv,0.08604870497024589
VF19B_eng_utt2,VF26A_can_utt2,FD_cv,0.19767509706661637
VF19B_eng_utt2,VF26A_eng_utt1,FD_cv,0.07001334769033679
VF19B_eng_utt2,VF26A_eng_utt2,FD_cv,0.15215341836458932
VF19B_eng_utt2,VF32A_can_utt1,FD_cv,0.2307655326893627
VF19B_eng_utt2,VF32A_can_utt2,FD_cv,0.1751576205622228
VF19B_eng_utt2,VF32A_eng_utt1,FD_cv,0.1575450254773059
VF19B_eng_utt2,VF32A_eng_utt2,FD_cv,0.13674942011077537
VF19D_can_utt1,VF19D_can_utt2,FD_cv,0.020899730017823304
VF19D_can_utt1,VF19D_eng_utt1,FD_cv,0.02026631643542548
VF19D_can_utt1,VF19D_eng_utt2,FD_cv,0.11013670379902862
VF19D_can_utt1,VF21A_can_utt1,FD_cv,0.10825132865551751
VF19D_can_utt1,VF21A_can_utt2,FD_cv,0.030204544182105497
VF19D_can_utt1,VF21A_eng_utt1,FD_cv,0.0707208262463824
VF19D_can_utt1,VF21A_eng_utt2,FD_cv,0.0109453754949696
VF19D_can_utt1,VF21B_can_utt1,FD_cv,0.017575256520748622
VF19D_can_utt1,VF21B_can_utt2,FD_cv,0.007995198878575499
VF19D_can_utt1,VF21B_eng_utt1,FD_cv,0.0459675127152224
VF19D_can_utt1,VF21B_eng_utt2,FD_cv,0.0690605251865016
VF19D_can_utt1,VF21C_can_utt1,FD_cv,0.000701638743165589
VF19D_can_utt1,VF21C_can_utt2,FD_cv,0.1143521294758276
VF19D_can_utt1,VF21C_eng_utt1,FD_cv,0.046443201600334494
VF19D_can_utt1,VF21C_eng_utt2,FD_cv,0.039501605363792935
VF19D_can_utt1,VF21D_can_utt1,FD_cv,0.027874691539974294
VF19D_can_utt1,VF21D_can_utt2,FD_cv,0.0394927929526423
VF19D_can_utt1,VF21D_eng_utt1,FD_cv,0.0757067469782163
VF19D_can_utt1,VF21D_eng_utt2,FD_cv,0.059632769014870385
VF19D_can_utt1,VF23B_can_utt1,FD_cv,0.018281417582923204
VF19D_can_utt1,VF23B_can_utt2,FD_cv,0.034194161882471596
VF19D_can_utt1,VF23B_eng_utt1,FD_cv,0.0733498655485631
VF19D_can_utt1,VF23B_eng_utt2,FD_cv,0.0899274270534878
VF19D_can_utt1,VF23C_can_utt1,FD_cv,0.012835511580061881
VF19D_can_utt1,VF23C_can_utt2,FD_cv,0.022297925576259287
VF19D_can_utt1,VF23C_eng_utt1,FD_cv,0.0395832891053475
VF19D_can_utt1,VF23C_eng_utt2,FD_cv,0.007553466639423384
VF19D_can_utt1,VF26A_can_utt1,FD_cv,0.0214089431173331
VF19D_can_utt1,VF26A_can_utt2,FD_cv,0.1330353352137036
VF19D_can_utt1,VF26A_eng_utt1,FD_cv,0.005373585837424005
VF19D_can_utt1,VF26A_eng_utt2,FD_cv,0.08751365651167653
VF19D_can_utt1,VF32A_can_utt1,FD_cv,0.16612577083644992
VF19D_can_utt1,VF32A_can_utt2,FD_cv,0.11051785870931002
VF19D_can_utt1,VF32A_eng_utt1,FD_cv,0.09290526362439311
VF19D_can_utt1,VF32A_eng_utt2,FD_cv,0.07210965825786259
VF19D_can_utt2,VF19D_eng_utt1,FD_cv,0.0006334135823978237
VF19D_can_utt2,VF19D_eng_utt2,FD_cv,0.13103643381685193
VF19D_can_utt2,VF21A_can_utt1,FD_cv,0.1291510586733408
VF19D_can_utt2,VF21A_can_utt2,FD_cv,0.0511042741999288
VF19D_can_utt2,VF21A_eng_utt1,FD_cv,0.0498210962285591
VF19D_can_utt2,VF21A_eng_utt2,FD_cv,0.009954354522853703
VF19D_can_utt2,VF21B_can_utt1,FD_cv,0.038474986538571926
VF19D_can_utt2,VF21B_can_utt2,FD_cv,0.012904531139247805
VF19D_can_utt2,VF21B_eng_utt1,FD_cv,0.025067782697399094
VF19D_can_utt2,VF21B_eng_utt2,FD_cv,0.0481607951686783
VF19D_can_utt2,VF21C_can_utt1,FD_cv,0.020198091274657715
VF19D_can_utt2,VF21C_can_utt2,FD_cv,0.09345239945800429
VF19D_can_utt2,VF21C_eng_utt1,FD_cv,0.02554347158251119
VF19D_can_utt2,VF21C_eng_utt2,FD_cv,0.06040133538161624
VF19D_can_utt2,VF21D_can_utt1,FD_cv,0.006974961522150991
VF19D_can_utt2,VF21D_can_utt2,FD_cv,0.018593062934818994
VF19D_can_utt2,VF21D_eng_utt1,FD_cv,0.054807016960393
VF19D_can_utt2,VF21D_eng_utt2,FD_cv,0.03873303899704708
VF19D_can_utt2,VF23B_can_utt1,FD_cv,0.03918114760074651
VF19D_can_utt2,VF23B_can_utt2,FD_cv,0.0550938919002949
VF19D_can_utt2,VF23B_eng_utt1,FD_cv,0.052450135530739794
VF19D_can_utt2,VF23B_eng_utt2,FD_cv,0.0690276970356645
VF19D_can_utt2,VF23C_can_utt1,FD_cv,0.008064218437761422
VF19D_can_utt2,VF23C_can_utt2,FD_cv,0.0013981955584359829
VF19D_can_utt2,VF23C_eng_utt1,FD_cv,0.0186835590875242
VF19D_can_utt2,VF23C_eng_utt2,FD_cv,0.01334626337839992
VF19D_can_utt2,VF26A_can_utt1,FD_cv,0.042308673135156405
VF19D_can_utt2,VF26A_can_utt2,FD_cv,0.1539350652315269
VF19D_can_utt2,VF26A_eng_utt1,FD_cv,0.02627331585524731
VF19D_can_utt2,VF26A_eng_utt2,FD_cv,0.10841338652949983
VF19D_can_utt2,VF32A_can_utt1,FD_cv,0.18702550085427322
VF19D_can_utt2,VF32A_can_utt2,FD_cv,0.13141758872713333
VF19D_can_utt2,VF32A_eng_utt1,FD_cv,0.11380499364221641
VF19D_can_utt2,VF32A_eng_utt2,FD_cv,0.09300938827568589
VF19D_eng_utt1,VF19D_eng_utt2,FD_cv,0.1304030202344541
VF19D_eng_utt1,VF21A_can_utt1,FD_cv,0.128517645090943
VF19D_eng_utt1,VF21A_can_utt2,FD_cv,0.05047086061753098
VF19D_eng_utt1,VF21A_eng_utt1,FD_cv,0.05045450981095692
VF19D_eng_utt1,VF21A_eng_utt2,FD_cv,0.00932094094045588
VF19D_eng_utt1,VF21B_can_utt1,FD_cv,0.0378415729561741
VF19D_eng_utt1,VF21B_can_utt2,FD_cv,0.01227111755684998
VF19D_eng_utt1,VF21B_eng_utt1,FD_cv,0.025701196279796917
VF19D_eng_utt1,VF21B_eng_utt2,FD_cv,0.048794208751076124
VF19D_eng_utt1,VF21C_can_utt1,FD_cv,0.01956467769225989
VF19D_eng_utt1,VF21C_can_utt2,FD_cv,0.09408581304040212
VF19D_eng_utt1,VF21C_eng_utt1,FD_cv,0.026176885164909014
VF19D_eng_utt1,VF21C_eng_utt2,FD_cv,0.059767921799218415
VF19D_eng_utt1,VF21D_can_utt1,FD_cv,0.007608375104548815
VF19D_eng_utt1,VF21D_can_utt2,FD_cv,0.019226476517216817
VF19D_eng_utt1,VF21D_eng_utt1,FD_cv,0.055440430542790825
VF19D_eng_utt1,VF21D_eng_utt2,FD_cv,0.039366452579444905
VF19D_eng_utt1,VF23B_can_utt1,FD_cv,0.038547734018348684
VF19D_eng_utt1,VF23B_can_utt2,FD_cv,0.054460478317897076
VF19D_eng_utt1,VF23B_eng_utt1,FD_cv,0.05308354911313762
VF19D_eng_utt1,VF23B_eng_utt2,FD_cv,0.06966111061806232
VF19D_eng_utt1,VF23C_can_utt1,FD_cv,0.007430804855363599
VF19D_eng_utt1,VF23C_can_utt2,FD_cv,0.0020316091408338066
VF19D_eng_utt1,VF23C_eng_utt1,FD_cv,0.019316972669922022
VF19D_eng_utt1,VF23C_eng_utt2,FD_cv,0.012712849796002096
VF19D_eng_utt1,VF26A_can_utt1,FD_cv,0.04167525955275858
VF19D_eng_utt1,VF26A_can_utt2,FD_cv,0.15330165164912907
VF19D_eng_utt1,VF26A_eng_utt1,FD_cv,0.025639902272849485
VF19D_eng_utt1,VF26A_eng_utt2,FD_cv,0.10777997294710201
VF19D_eng_utt1,VF32A_can_utt1,FD_cv,0.1863920872718754
VF19D_eng_utt1,VF32A_can_utt2,FD_cv,0.1307841751447355
VF19D_eng_utt1,VF32A_eng_utt1,FD_cv,0.11317158005981859
VF19D_eng_utt1,VF32A_eng_utt2,FD_cv,0.09237597469328807
VF19D_eng_utt2,VF21A_can_utt1,FD_cv,0.0018853751435111143
VF19D_eng_utt2,VF21A_can_utt2,FD_cv,0.07993215961692313
VF19D_eng_utt2,VF21A_eng_utt1,FD_cv,0.18085753004541102
VF19D_eng_utt2,VF21A_eng_utt2,FD_cv,0.12108207929399822
VF19D_eng_utt2,VF21B_can_utt1,FD_cv,0.09256144727828
VF19D_eng_utt2,VF21B_can_utt2,FD_cv,0.11813190267760412
VF19D_eng_utt2,VF21B_eng_utt1,FD_cv,0.15610421651425102
VF19D_eng_utt2,VF21B_eng_utt2,FD_cv,0.17919722898553023
VF19D_eng_utt2,VF21C_can_utt1,FD_cv,0.11083834254219421
VF19D_eng_utt2,VF21C_can_utt2,FD_cv,0.22448883327485622
VF19D_eng_utt2,VF21C_eng_utt1,FD_cv,0.15657990539936312
VF19D_eng_utt2,VF21C_eng_utt2,FD_cv,0.07063509843523569
